pattern_completion,sgl_idiom,iter_idiom,final_completion,label,ids,in_train,in_test
"void GetEidCallback(napi_env env, napi_status status, void *data)
{
    NAPI_CALL_RETURN_VOID(env, (data == nullptr ? napi_invalid_arg : napi_ok));
    std::unique_ptr<AsyncContext<std::string>> context(static_cast<AsyncContext<std::string> *>(data));
    if (context == nullptr) {
        TELEPHONY_LOGE(""GetEidCallback context is nullptr"");
        return;
    }
    if ((!context->isCallbackEnd) && (context->context.errorCode == TELEPHONY_SUCCESS)) {
        TELEPHONY_LOGE(""GetEidCallback get result timeout."");
        context->context.errorCode = TELEPHONY_ERR_ESIM_GET_RESULT_TIMEOUT;
    }
    NapiAsyncPermissionCompleteCallback(
        env, status, *context, false, { ""GetEid"", Permission::GET_TELEPHONY_ESIM_STATE });
}",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics as the function provides a callback mechanism for handling the result of an asynchronous operation. The types and variable names (e.g., [env], [status], [data], [context]) are readable and indicate their roles in the function.

<Step 2>: Yes, it is suitable for common application scenarios, particularly in environments that support asynchronous programming, such as Node.js native addon development, as indicated by the use of [napi_env] and [napi_status].

<Step 3>: Yes, the structure and content of the function provide sufficient information to infer its purpose and functionality without additional context. The function handles various scenarios, including error checks and successful operations, making it clear how it is intended to operate within an asynchronous callback framework.",1,[249],1,1
"void GetEuiccInfoCallback(napi_env env, napi_status status, void *data)
{
    NAPI_CALL_RETURN_VOID(env, (data == nullptr ? napi_invalid_arg : napi_ok));
    std::unique_ptr<AsyncEuiccInfo> context(static_cast<AsyncEuiccInfo *>(data));
    if (context == nullptr) {
        TELEPHONY_LOGE(""GetEuiccInfoCallback context is nullptr"");
        return;
    }
    AsyncContext<napi_value> &asyncContext = context->asyncContext;
    if (asyncContext.context.resolved) {
        asyncContext.callbackVal = EuiccInfoConversion(env, context->result);
    }
    if ((!asyncContext.isCallbackEnd) && (asyncContext.context.errorCode == TELEPHONY_SUCCESS)) {
        TELEPHONY_LOGE(""GetEuiccInfoCallback get result timeout."");
        asyncContext.context.errorCode = TELEPHONY_ERR_ESIM_GET_RESULT_TIMEOUT;
    }
    NapiAsyncPermissionCompleteCallback(
        env, status, context->asyncContext, false, { ""GetEuiccInfo"", Permission::GET_TELEPHONY_ESIM_STATE });
}",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics as it defines a callback function handling some asynchronous event related to getting eUICC (Embedded Universal Integrated Circuit Card) information. The use of clear variable names like [env], [status], and [data], as well as structured error handling and logging, makes it readable.

<Step 2>: Yes, it is suitable for common application scenarios, particularly in environments such as Node.js add-ons where callbacks are common for handling asynchronous operations. The pattern of checking for null pointers, logging errors, and handling success or timeout conditions is typical in asynchronous programming.

<Step 3>: Yes, the function provides enough information to infer its purpose and functionality without needing additional context. The clear naming of the function and the inclusion of comments indicate the intended use and handling of potential errors or success states. The structure of the code leads to a better understanding of its operational flow and intent.",1,[250],1,1
"napi_value GetEuiccInfo(napi_env env, napi_callback_info info)
{
    auto euiccInfo = std::make_unique<AsyncEuiccInfo>();
    if (euiccInfo == nullptr) {
        return nullptr;
    }
    BaseContext &context = euiccInfo->asyncContext.context;
    auto initPara = std::make_tuple(&euiccInfo->asyncContext.slotId, &context.callbackRef);
    AsyncPara para {
        .funcName = ""GetEuiccInfo"",
        .env = env,
        .info = info,
        .execute = NativeGetEuiccInfo,
        .complete = GetEuiccInfoCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncEuiccInfo>(para, euiccInfo.get(), initPara);
    if (result == nullptr) {
        TELEPHONY_LOGE(""creat asyncwork failed!"");
        return nullptr;
    }
    if (napi_queue_async_work_with_qos(env, context.work, napi_qos_default) == napi_ok) {
        euiccInfo.release();
    }
    return result;
}",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics as it handles asynchronous operations related to eUICC (Embedded Universal Integrated Circuit Card) information retrieval. The use of descriptive variable names (e.g., `euiccInfo`, `context`, `para`, `result`) contributes to readability.

<Step 2>: Yes, it is suitable for common application scenarios, especially in contexts where asynchronous work is required for handling device information or similar operations typical in device management or telephony applications.

<Step 3>: Yes, the structure of the async work initialization, error handling, and resource management (such as memory management using `std::unique_ptr`) provides enough information to infer its purpose and functionality without additional context. The method signatures and the use of specific utility functions indicate a well-defined operation consistent with common asynchronous programming idioms.",1,[251],1,0
"void SetDefaultSmdpAddressCallback(napi_env env, napi_status status, void *data)
{
    NAPI_CALL_RETURN_VOID(env, (data == nullptr ? napi_invalid_arg : napi_ok));
    std::unique_ptr<AsyncContextInfo> context(static_cast<AsyncContextInfo *>(data));
    if (context == nullptr) {
        TELEPHONY_LOGE(""SetDefaultSmdpAddressCallback context is nullptr"");
        return;
    }
    if ((!context->asyncContext.isCallbackEnd) && (context->asyncContext.context.errorCode == TELEPHONY_SUCCESS)) {
        TELEPHONY_LOGE(""SetDefaultSmdpAddressCallback get result timeout."");
        context->asyncContext.context.errorCode = TELEPHONY_ERR_ESIM_GET_RESULT_TIMEOUT;
    }
    NapiAsyncPermissionCompleteCallback(
        env, status, context->asyncContext, false, { ""SetDefaultSmdpAddress"", Permission::SET_TELEPHONY_ESIM_STATE });
}",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics and readable variables. The function `SetDefaultSmdpAddressCallback` clearly indicates its purpose, and the usage of `napi_env`, `napi_status`, and `data` makes the parameters understandable.

<Step 2>: Yes, it is suitable for common application scenarios, such as handling asynchronous callbacks in a Node.js native add-on context. This pattern is commonly used in native extensions that require handling errors and maintaining callback-related context.

<Step 3>: Yes, the code provides sufficient information to infer its purpose and functionality. The checks for `data` being `nullptr`, the logging of error conditions, and the invocation of a specific callback function indicate that it is managing asynchronous operations effectively, allowing readers to understand its use without needing additional context. 

Overall, the structure, error handling, and clear intent contribute to its status as a legitimate code idiom.",1,[252],1,1
"napi_value SetDefaultSmdpAddress(napi_env env, napi_callback_info info)
{
    auto asyncContext = std::make_unique<AsyncContextInfo>();
    if (asyncContext == nullptr) {
        return nullptr;
    }
    BaseContext &context = asyncContext->asyncContext.context;
    std::array<char, ARRAY_SIZE> inputTepStr = {0};
    auto initPara = std::make_tuple(&asyncContext->asyncContext.slotId, std::data(inputTepStr), &context.callbackRef);
    AsyncPara para {
        .funcName = ""SetDefaultSmdpAddress"",
        .env = env,
        .info = info,
        .execute = NativeSetDefaultSmdpAddress,
        .complete = SetDefaultSmdpAddressCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncContextInfo>(para, asyncContext.get(), initPara);
    if (result == nullptr) {
        TELEPHONY_LOGE(""creat asyncwork failed!"");
        return nullptr;
    }
    asyncContext->inputStr = std::string(inputTepStr.data());
    if (napi_queue_async_work_with_qos(env, context.work, napi_qos_default) == napi_ok) {
        asyncContext.release();
    }
    return result;
}",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics with well-named variables and types. The function's purpose is indicated by its name, and the use of structures and smart pointers indicates a thoughtful design.

<Step 2>: Yes, it is suitable for common application scenarios, such as setting a default address in a networking context and handling asynchronous operations, which are common patterns in modern C++ applications, especially when dealing with APIs like N-API.

<Step 3>: Yes, the [Function Implementation] provides sufficient information to infer its purpose and functionality. The flow of operations from initializing the context, creating an async work, and queuing it clearly outlines what the function does without requiring additional context. Moreover, error handling and logging indicate a robust approach to function design.",1,[253],1,0
"void NativeSwitchToProfile(napi_env env, void *data)
{
    if (data == nullptr) {
        return;
    }
    auto profileContext = static_cast<AsyncSwitchProfileInfo *>(data);
    if (!IsValidSlotId(profileContext->asyncContext.slotId)) {
        TELEPHONY_LOGE(""NativeGetEuiccInfo slotId is invalid"");
        profileContext->asyncContext.context.errorCode = ERROR_SLOT_ID_INVALID;
        return;
    }
    std::unique_ptr<SwitchToProfileResultCallback> callback =
        std::make_unique<SwitchToProfileResultCallback>(profileContext);
    std::unique_lock<std::mutex> callbackLock(profileContext->asyncContext.callbackMutex);
    int32_t errorCode = DelayedRefSingleton<EsimServiceClient>::GetInstance().SwitchToProfile(
        profileContext->asyncContext.slotId, profileContext->portIndex, profileContext->iccid,
        profileContext->forceDisableProfile, callback.release());
    TELEPHONY_LOGI(""NAPI NativeSwitchToProfile %{public}d"", errorCode);
    profileContext->asyncContext.context.errorCode = errorCode;
    if (errorCode == TELEPHONY_SUCCESS) {
        profileContext->asyncContext.cv.wait_for(callbackLock, std::chrono::seconds(WAIT_TIME_SECOND),
            [profileContext] { return profileContext->asyncContext.isCallbackEnd; });
    }
}",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics. The code clearly defines a function that switches to a profile, checking for validity and handling callbacks, making it readable and understandable. The use of clear variable names, such as [profileContext], [callback], and logging statements, enhances clarity.

<Step 2>: Yes, it is suitable for common application scenarios. This pattern of managing asynchronous operations, validating inputs, and handling callbacks is common in systems programming, particularly in operations involving external services or threading and concurrency.

<Step 3>: Yes, the [Function Declaration and its Body] provide sufficient information to infer its purpose and functionality. The function's intent to switch profiles and manage context based on conditions is clear, allowing a reader to understand its workflow without needing additional context. The inclusion of error handling and logging further ensures its clarity in functionality.",1,[254],1,1
"void DeleteProfileCallback(napi_env env, napi_status status, void *data)
{
    NAPI_CALL_RETURN_VOID(env, (data == nullptr ? napi_invalid_arg : napi_ok));
    std::unique_ptr<AsyncContextInfo> context(static_cast<AsyncContextInfo *>(data));
    if (context == nullptr) {
        TELEPHONY_LOGE(""DeleteProfileCallback context is nullptr"");
        return;
    }
    if ((!context->asyncContext.isCallbackEnd) && (context->asyncContext.context.errorCode == TELEPHONY_SUCCESS)) {
        TELEPHONY_LOGE(""DeleteProfileCallback get result timeout."");
        context->asyncContext.context.errorCode = TELEPHONY_ERR_ESIM_GET_RESULT_TIMEOUT;
    }
    NapiAsyncPermissionCompleteCallback(
        env, status, context->asyncContext, false, { ""DeleteProfile"", Permission::SET_TELEPHONY_ESIM_STATE });
}",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics and readable variables. The use of variables such as [env], [status], and [data] is straightforward, and the function purpose is clear from its name and context.

<Step 2>: Yes, it is suitable for common application scenarios involving callback functions, especially in asynchronous programming where resources must be cleanly managed and errors handled correctly.

<Step 3>: Yes, the [Function Implementation] provides enough information to infer its purpose and functionality without additional context. It clearly outlines error handling and resource management, making it intuitive for someone familiar with similar patterns in asynchronous programming.

Overall, this code fragment exemplifies structured error handling and resource cleanup, which are typical practices in application development, particularly in C++ with NAPI (Node API) contexts.",1,[255],1,0
"void NapiUtil::SetPropertyInt32(napi_env env, napi_value object, const std::string &name, int32_t value)
{
    napi_value propertyValue = nullptr;
    NAPI_CALL_RETURN_VOID(env, napi_create_int32(env, value, &propertyValue));
    NAPI_CALL_RETURN_VOID(env, napi_set_named_property(env, object, name.c_str(), propertyValue));
}",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics as it defines a function for setting a property of an object to an integer value in a NAPI (Node-API) context. The variable names like [env], [object], [name], and [value] are clear and readable.

<Step 2>: Yes, it is suitable for common application scenarios, such as working with JavaScript object properties in Node.js addons, where C++ code interacts with JavaScript.

<Step 3>: Yes, the [Function Declaration and its Implementation] provides enough information to infer its purpose and functionality. It clearly indicates that it is a utility function for setting a property on a JavaScript object to an integer value, and the use of NAPI indicates it is part of a larger framework for native bindings.",1,[256],1,0
"static int32_t ConvertCJErrCode(int32_t errCode)
    {
        switch (errCode) {
            case TELEPHONY_ERR_ARGUMENT_MISMATCH:
            case TELEPHONY_ERR_ARGUMENT_INVALID:
            case TELEPHONY_ERR_ARGUMENT_NULL:
            case TELEPHONY_ERR_SLOTID_INVALID:
            case ERROR_SLOT_ID_INVALID:
                return CJ_ERROR_TELEPHONY_ARGUMENT_ERROR;
            case TELEPHONY_ERR_DESCRIPTOR_MISMATCH:
            case TELEPHONY_ERR_WRITE_DESCRIPTOR_TOKEN_FAIL:
            case TELEPHONY_ERR_WRITE_DATA_FAIL:
            case TELEPHONY_ERR_WRITE_REPLY_FAIL:
            case TELEPHONY_ERR_READ_DATA_FAIL:
            case TELEPHONY_ERR_IPC_CONNECT_STUB_FAIL:
            case TELEPHONY_ERR_REGISTER_CALLBACK_FAIL:
            case TELEPHONY_ERR_CALLBACK_ALREADY_REGISTERED:
            case TELEPHONY_ERR_UNINIT:
            case TELEPHONY_ERR_UNREGISTER_CALLBACK_FAIL:
                return CJ_ERROR_TELEPHONY_SERVICE_ERROR;
            case TELEPHONY_ERR_VCARD_FILE_INVALID:
            case TELEPHONY_ERR_FAIL:
            case TELEPHONY_ERR_MEMCPY_FAIL:
            case TELEPHONY_ERR_MEMSET_FAIL:
            case TELEPHONY_ERR_STRCPY_FAIL:
            case TELEPHONY_ERR_LOCAL_PTR_NULL:
            case TELEPHONY_ERR_SUBSCRIBE_BROADCAST_FAIL:
            case TELEPHONY_ERR_PUBLISH_BROADCAST_FAIL:
            case TELEPHONY_ERR_ADD_DEATH_RECIPIENT_FAIL:
            case TELEPHONY_ERR_STRTOINT_FAIL:
            case TELEPHONY_ERR_RIL_CMD_FAIL:
            case TELEPHONY_ERR_DATABASE_WRITE_FAIL:
            case TELEPHONY_ERR_DATABASE_READ_FAIL:
            case TELEPHONY_ERR_UNKNOWN_NETWORK_TYPE:
            case ERROR_SERVICE_UNAVAILABLE:
            case ERROR_NATIVE_API_EXECUTE_FAIL:
                return CJ_ERROR_TELEPHONY_SYSTEM_ERROR;
            case TELEPHONY_ERR_NO_SIM_CARD:
                return CJ_ERROR_TELEPHONY_NO_SIM_CARD;
            case TELEPHONY_ERR_AIRPLANE_MODE_ON:
                return CJ_ERROR_TELEPHONY_AIRPLANE_MODE_ON;
            case TELEPHONY_ERR_NETWORK_NOT_IN_SERVICE:
                return CJ_ERROR_TELEPHONY_NETWORK_NOT_IN_SERVICE;
            case TELEPHONY_ERR_PERMISSION_ERR:
                return CJ_ERROR_TELEPHONY_PERMISSION_DENIED;
            case TELEPHONY_ERR_ILLEGAL_USE_OF_SYSTEM_API:
                return CJ_ERROR_TELEPHONY_PERMISSION_DENIED;
            default:
                return errCode;
        }
    }",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics. The function is clearly named [ConvertCJErrCode], and the variables (like [errCode]) are readable. The switch statement clearly handles multiple error codes and provides corresponding return values.

<Step 2>: Yes, it is suitable for common application scenarios, such as error handling and conversion in telephony systems or APIs, where different error codes from a telephony service need to be mapped to standardized internal error codes.

<Step 3>: Yes, the [Function Definition and Switch Case Structure] provides sufficient information to infer its purpose and functionality without additional context. It is clear that the function converts various telephony-related error codes into specific standard error codes, making it easy to understand its intent.",1,[257],1,0
"switch (errCode) {
            case TELEPHONY_ERR_ARGUMENT_MISMATCH:
            case TELEPHONY_ERR_ARGUMENT_INVALID:
            case TELEPHONY_ERR_ARGUMENT_NULL:
            case TELEPHONY_ERR_SLOTID_INVALID:
            case ERROR_SLOT_ID_INVALID:
                return CJ_ERROR_TELEPHONY_ARGUMENT_ERROR;
            case TELEPHONY_ERR_DESCRIPTOR_MISMATCH:
            case TELEPHONY_ERR_WRITE_DESCRIPTOR_TOKEN_FAIL:
            case TELEPHONY_ERR_WRITE_DATA_FAIL:
            case TELEPHONY_ERR_WRITE_REPLY_FAIL:
            case TELEPHONY_ERR_READ_DATA_FAIL:
            case TELEPHONY_ERR_IPC_CONNECT_STUB_FAIL:
            case TELEPHONY_ERR_REGISTER_CALLBACK_FAIL:
            case TELEPHONY_ERR_CALLBACK_ALREADY_REGISTERED:
            case TELEPHONY_ERR_UNINIT:
            case TELEPHONY_ERR_UNREGISTER_CALLBACK_FAIL:
                return CJ_ERROR_TELEPHONY_SERVICE_ERROR;
            case TELEPHONY_ERR_VCARD_FILE_INVALID:
            case TELEPHONY_ERR_FAIL:
            case TELEPHONY_ERR_MEMCPY_FAIL:
            case TELEPHONY_ERR_MEMSET_FAIL:
            case TELEPHONY_ERR_STRCPY_FAIL:
            case TELEPHONY_ERR_LOCAL_PTR_NULL:
            case TELEPHONY_ERR_SUBSCRIBE_BROADCAST_FAIL:
            case TELEPHONY_ERR_PUBLISH_BROADCAST_FAIL:
            case TELEPHONY_ERR_ADD_DEATH_RECIPIENT_FAIL:
            case TELEPHONY_ERR_STRTOINT_FAIL:
            case TELEPHONY_ERR_RIL_CMD_FAIL:
            case TELEPHONY_ERR_DATABASE_WRITE_FAIL:
            case TELEPHONY_ERR_DATABASE_READ_FAIL:
            case TELEPHONY_ERR_UNKNOWN_NETWORK_TYPE:
            case ERROR_SERVICE_UNAVAILABLE:
            case ERROR_NATIVE_API_EXECUTE_FAIL:
                return CJ_ERROR_TELEPHONY_SYSTEM_ERROR;
            case TELEPHONY_ERR_NO_SIM_CARD:
                return CJ_ERROR_TELEPHONY_NO_SIM_CARD;
            case TELEPHONY_ERR_AIRPLANE_MODE_ON:
                return CJ_ERROR_TELEPHONY_AIRPLANE_MODE_ON;
            case TELEPHONY_ERR_NETWORK_NOT_IN_SERVICE:
                return CJ_ERROR_TELEPHONY_NETWORK_NOT_IN_SERVICE;
            case TELEPHONY_ERR_PERMISSION_ERR:
                return CJ_ERROR_TELEPHONY_PERMISSION_DENIED;
            case TELEPHONY_ERR_ILLEGAL_USE_OF_SYSTEM_API:
                return CJ_ERROR_TELEPHONY_PERMISSION_DENIED;
            default:
                return errCode;
        }",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics as it evaluates an error code (`errCode`) and returns corresponding error values based on specific cases. The variable `errCode` is readable and meaningful in the context of error handling.

<Step 2>: Yes, it is suitable for common application scenarios, such as error handling in telephony systems. Switch statements are commonly used to route logic based on discrete values such as error codes.

<Step 3>: Yes, the structure of the switch statement and the return values provides sufficient information to infer its purpose and functionality without needing additional context. It clearly delineates how different error codes should be handled, making it easy to understand the intent of the code.",1,[258],1,0
"static std::string ToUtf8(std::u16string str16)
    {
        std::wstring_convert<std::codecvt_utf8_utf16<char16_t>, char16_t> convert;
        std::string result = convert.to_bytes(str16);
        return result;
    }",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics as it defines a function to convert a `std::u16string` (UTF-16 encoded string) to a `std::string` (UTF-8 encoded string). The variable names such as `str16` and `result` are clear and readable.

<Step 2>: Yes, it is suitable for common application scenarios, such as string encoding conversions, which are frequent in applications that handle different character encodings.

<Step 3>: Yes, the [Function Definition and its Logic] provides enough information to infer its purpose and functionality, which is explicitly stated as converting a UTF-16 string to UTF-8, making it self-explanatory.",1,[259],1,0
"if (!IsValidSlotId(slotId)) {
            TELEPHONY_LOGE(""NativeIsSimActive slotId is invalid"");
            errCode = ConvertCJErrCode(ERROR_SLOT_ID_INVALID);
            return result;
        }",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics. The condition checks whether a slot ID is valid and takes appropriate actions if it is not. The variable names [slotId], [errCode], and [result] are readable.

<Step 2>: Yes, it is suitable for common application scenarios, such as error handling or validation checking in functions that operate on slot IDs in a telecommunication context.

<Step 3>: Yes, the structure of the conditional statement and the code within it provide enough information to infer its purpose and functionality. The logging and error code conversion indicate that it is handling an invalid state explicitly, making it meaningful in the context of the function's operation.",1,[260],1,0
"if (!IsValidSlotId(slotId)) {
            TELEPHONY_LOGE(""NativeHasOperatorPrivileges slotId is invalid"");
            errCode = ConvertCJErrCode(ERROR_SLOT_ID_INVALID);
            return hasOperatorPrivileges;
        }",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics. The expression checks whether a slot ID is valid, and if not, it logs an error message, sets an error code, and returns a value. The variable names like [slotId], [errCode], and [hasOperatorPrivileges] are also reasonably readable.

<Step 2>: Yes, it is suitable for common application scenarios, such as validation checks in functions, particularly in cases where an operation's execution depends on the validity of an input parameter.

<Step 3>: Yes, the use of an if-statement, logging mechanism, and error handling provides enough information to understand its purpose and functionality without requiring additional context. It indicates a clear workflow for handling invalid inputs, which is a common pattern in programming.",1,[261],1,1
errCode = ConvertCJErrCode(errCode),,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics as it assigns the result of the function [ConvertCJErrCode] to the variable [errCode]. The variable name [errCode] is also readable.
<Step 2>: Yes, it is suitable for common application scenarios, such as translating or converting error codes in software applications.
<Step 3>: Yes, the [Assignment with Function Call] provides sufficient information to infer its purpose and functionality; it indicates that the code is handling or processing an error code.",1,[262],1,1
char* result = MallocCString(operatorName);,,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics as it allocates memory for a string (likely a C-style string) based on the value of [operatorName]. The variable names are also readable and descriptive.
<Step 2>: Yes, it is suitable for common application scenarios, such as dynamic memory allocation for storing strings in C or C++ programming.
<Step 3>: Yes, the code provides enough information to infer its purpose and functionality—specifically, that it is allocating a string based on the provided operator name—without requiring additional context.",1,[263],1,1
"char* TelephonySimImpl::getOpKey(int32_t slotId, int32_t &errCode)
    {
        if (!IsValidSlotId(slotId)) {
            TELEPHONY_LOGE(""NativeGetOpKey slotId is invalid"");
            errCode = ConvertCJErrCode(ERROR_SLOT_ID_INVALID);
            return nullptr;
        }
        std::u16string u16Opkey = u"""";
        errCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().GetOpKey(slotId, u16Opkey);
        std::string opkey = errCode == ERROR_NONE ? ToUtf8(u16Opkey) : """";
        errCode = ConvertCJErrCode(errCode);
        char* result = MallocCString(opkey);
        return result;
    }",,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics and readable variables. The function clearly indicates its purpose—retrieving an operation key based on a valid slot ID. The variable names such as [slotId], [errCode], and [opkey] are descriptive and indicate their roles in the code.

<Step 2>: Yes, it is suitable for common application scenarios such as fetching configuration or identifier strings in a telecommunications or similar context, which is a common task in application development.

<Step 3>: Yes, the structure of the function, including error handling and return types, provides enough information to infer its purpose and functionality. The code handling for invalid slot IDs, error codes, and converting between string types indicates that its role is clear and can be understood without additional context. 

Overall, this code fragment follows good coding practices and conveys its intentions clearly, making it idiomatic.",1,[264],1,1
std::unique_lock<std::mutex> callbackLock(asyncContext_->callbackMutex);,,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.  
<Step 1>: Yes, it possesses clear semantics. It creates a unique lock on a mutex to manage thread synchronization. The variable [callbackLock] is also readable in the context of locks.
<Step 2>: Yes, it is suitable for common application scenarios, such as protecting shared resources in concurrent programming.
<Step 3>: Yes, the [Locking Statement] provides enough information to infer its purpose and functionality without additional context, indicating that it is managing access to a resource in a thread-safe manner.",1,[265],1,1
asyncContext_->callbackEnd = true,,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics as it sets a boolean flag [callbackEnd] of an [asyncContext_] object to true. The naming of the variable suggests its purpose.
<Step 2>: Yes, it is suitable for common application scenarios, such as indicating the completion of a callback operation in asynchronous programming.
<Step 3>: Yes, the statement provides sufficient information to infer its purpose and functionality, particularly in the context of managing asynchronous operations. It indicates that a specific callback process has ended, which is informative without needing additional context.",1,[266],1,1
asyncContext_->cv.notify_all(),,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics as it calls the `notify_all` method on a condition variable, indicating that it is signaling all waiting threads. The variable [asyncContext_] is also reasonably clear as it suggests context related to asynchronous operations.
<Step 2>: Yes, it is suitable for common application scenarios, such as thread synchronization and signaling in concurrent programming.
<Step 3>: Yes, the [Method Call on Condition Variable] provides enough information to infer its purpose and functionality without needing additional context. It clearly indicates that it is used to notify all threads that are currently waiting on a condition.",1,[267],1,1
networkRadioTech.csRadioTech = WrapRadioTech(csRadioTech),,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics as it assigns the result of a function call, [WrapRadioTech(csRadioTech)], to a member of an object or structure, [networkRadioTech.csRadioTech]. The variable names are meaningful and indicate their purpose.
<Step 2>: Yes, it is suitable for common application scenarios, such as transforming or wrapping data types or values before assignment, which is a common practice in programming.
<Step 3>: Yes, the statement provides enough information to infer its purpose and functionality. It suggests that the code is involved in handling network-related radio technology, and the use of the function name indicates a specific transformation or adjustment is being applied.",1,[268],0,1
errCode = ConvertCJErrCode(csResult),,,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics as it converts an error code using the function [ConvertCJErrCode] and assigns the result to [errCode]. The variables [errCode] and [csResult] are readable.
<Step 2>: Yes, it is suitable for common application scenarios where error handling and conversion between different error code representations take place, which is a frequent pattern in programming.
<Step 3>: Yes, the [Assignment Statement involving Function Call] gives enough information to infer its purpose and functionality. The name of the function suggests its role in converting error codes, making the operation clear without requiring additional context.",1,[269],1,1
"if (!IsValidSlotId(slotId)) {
    TELEPHONY_LOGE(""NativeHasOperatorPrivileges slotId is invalid"");
    errCode = ConvertCJErrCode(ERROR_SLOT_ID_INVALID);
    return hasOperatorPrivileges;
}
errCode = ConvertCJErrCode(errCode);","if (!IsValidSlotId(slotId)) {
            TELEPHONY_LOGE(""NativeHasOperatorPrivileges slotId is invalid"");
            errCode = ConvertCJErrCode(ERROR_SLOT_ID_INVALID);
            return hasOperatorPrivileges;
        }",errCode = ConvertCJErrCode(errCode),"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics. The condition checks whether a slot ID is valid, logs an error message if it is not, sets an error code, and potentially returns a value. The variable names like [slotId], [errCode], and [hasOperatorPrivileges] provide enough context for readability.

<Step 2>: Yes, it is suitable for common application scenarios, such as input validation and error handling, which are commonly found in software development.

<Step 3>: Yes, the structure of the conditional statement, logging, and error handling provide sufficient information to infer its purpose and functionality without additional context. The code clearly manages a common situation of validating an ID and handling errors appropriately.",2,"[0, 1]",1,1
"std::unique_lock<std::mutex> callbackLock(asyncContext_->callbackMutex);
asyncContext_->callbackEnd = true;",asyncContext_->callbackEnd = true,std::unique_lock<std::mutex> callbackLock(asyncContext_->callbackMutex);,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics. The use of `std::unique_lock<std::mutex>` indicates that the code is managing mutex locking, and the variable names (e.g., `callbackLock`, `callbackEnd`, and `callbackMutex`) are readable and convey their purpose well.

<Step 2>: Yes, it is suitable for common application scenarios, such as safely modifying shared data in a multithreaded environment, which is a common use case for locks in C++ programming.

<Step 3>: Yes, the code fragment provides sufficient information to infer its purpose and functionality. The use of a mutex lock suggests that it aims to ensure thread safety, and the assignment `asyncContext_->callbackEnd = true;` indicates that a certain state is being modified while the mutex is held, which helps in understanding the action being performed.",2,"[0, 1]",1,1
