origin_center_point,abstracted_center_point
"void TelRilTest::OnRequestSetPreferredNetworkTest(
    int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    auto event = AppExecFwk::InnerEvent::Get(TYPESBITMAP);
    if (event != nullptr && telRilManager_ != nullptr) {
        event->SetOwner(handler);
        int32_t netType = 0;
        std::cout << ""Please input netType: "" << endl;
        std::cin >> netType;
        TELEPHONY_LOGI(""TelRilTest::OnRequestSetPreferredNetworkTest -->"");
        telRilManager_->SetPreferredNetwork(slotId, netType, event);
        TELEPHONY_LOGI(""OnRequestSetPreferredNetworkTest finished"");
    }
}","void TelRilTest::OnRequestSetPreferredNetworkTest( int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { auto event = AppExecFwk::InnerEvent::Get(TYPESBITMAP); if (event != nullptr && telRilManager_ != nullptr) { event->SetOwner(handler); int32_t <VAR> = 0; std::cout << <STR> << endl; std::cin >> <VAR>; TELEPHONY_LOGI(<STR>); telRilManager_->SetPreferredNetwork(slotId, <VAR>, event); TELEPHONY_LOGI(<STR>); } }"
int32_t eventId = static_cast<int32_t>(DiffInterfaceId::TEST_GET_BASEBAND_VERSION);,int32_t eventId = static_cast<int32_t>(DiffInterfaceId::<TYPE>);
std::cin >> callType,std::cin >> <VAR>
"std::cout << ""please select call forward reason type: """,std::cout << <STR>
"void TelRilTest::OnRequestSetClipTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    auto event = AppExecFwk::InnerEvent::Get(RadioEvent::RADIO_SET_CALL_CLIP);
    if (event != nullptr && telRilManager_ != nullptr) {
        int32_t action;
        event->SetOwner(handler);
        TELEPHONY_LOGI(""TelRilTest::OnRequestSetClipTest -->"");
        std::cout << ""please input call set clip action: "";
        std::cin >> action;
        telRilManager_->SetClip(slotId, action, event);
        TELEPHONY_LOGI(""OnRequestSetClipTest finished"");
    }
}","void TelRilTest::OnRequestSetClipTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { auto event = AppExecFwk::InnerEvent::Get(RadioEvent::<TYPE>); if (event != nullptr && telRilManager_ != nullptr) { int32_t action; event->SetOwner(handler); TELEPHONY_LOGI(<STR>); std::cout << <STR>; std::cin >> action; telRilManager_->SetClip(slotId, action, event); TELEPHONY_LOGI(<STR>); } }"
"if (event != nullptr && telRilManager_ != nullptr) {
        int32_t action;
        event->SetOwner(handler);
        TELEPHONY_LOGI(""TelRilTest::OnRequestSetClipTest -->"");
        std::cout << ""please input call set clip action: "";
        std::cin >> action;
        telRilManager_->SetClip(slotId, action, event);
        TELEPHONY_LOGI(""OnRequestSetClipTest finished"");
    }","if (event != nullptr && telRilManager_ != nullptr) { int32_t action; event->SetOwner(handler); TELEPHONY_LOGI(<STR>); std::cout << <STR>; std::cin >> action; telRilManager_->SetClip(slotId, action, event); TELEPHONY_LOGI(<STR>); }"
"std::cout << ""please input call set clip action: """,std::cout << <STR>
"void TelRilTest::OnRequestSendDtmfTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    auto event = AppExecFwk::InnerEvent::Get(RadioEvent::RADIO_SEND_DTMF);
    if (event != nullptr && telRilManager_ != nullptr) {
        event->SetOwner(handler);
        TELEPHONY_LOGI(""OnRequestSendDtmfTest finished"");
    }
}","void TelRilTest::OnRequestSendDtmfTest(int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { auto event = AppExecFwk::InnerEvent::Get(RadioEvent::<TYPE>); if (event != nullptr && telRilManager_ != nullptr) { event->SetOwner(handler); TELEPHONY_LOGI(<STR>); } }"
"void TelRilTest::OnRequestGetCallPreferenceModeTest(
    int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler)
{
    auto event = AppExecFwk::InnerEvent::Get(RadioEvent::RADIO_GET_CALL_PREFERENCE_MODE);
    if (event != nullptr && telRilManager_ != nullptr) {
        event->SetOwner(handler);
        TELEPHONY_LOGI(""TelRilTest::OnRequestGetCallPreferenceModeTest -->"");
        telRilManager_->GetCallPreferenceMode(slotId, event);
        TELEPHONY_LOGI(""OnRequestGetCallPreferenceModeTest finished"");
    }
}","void TelRilTest::OnRequestGetCallPreferenceModeTest( int32_t slotId, const std::shared_ptr<AppExecFwk::EventHandler> &handler) { auto event = AppExecFwk::InnerEvent::Get(RadioEvent::<TYPE>); if (event != nullptr && telRilManager_ != nullptr) { event->SetOwner(handler); TELEPHONY_LOGI(<STR>); telRilManager_->GetCallPreferenceMode(slotId, event); TELEPHONY_LOGI(<STR>); } }"
"void TestGetNetworkSearchInformation()
{
    AccessToken token;
    if (g_telephonyService != nullptr) {
        OHOS::sptr<NetworkSearchTestCallbackStub> callback(new NetworkSearchTestCallbackStub());
        int32_t result = g_telephonyService->GetNetworkSearchInformation(InputSlotId(), callback);
        TELEPHONY_LOGI(""TelephonyTestService::TestGetNetworkSearchInformation result:%{public}d"", result);
    }
}","void TestGetNetworkSearchInformation() { AccessToken token; if (g_telephonyService != nullptr) { OHOS::sptr<NetworkSearchTestCallbackStub> callback(new NetworkSearchTestCallbackStub()); int32_t result = g_telephonyService->GetNetworkSearchInformation(InputSlotId(), callback); TELEPHONY_LOGI(<STR>, result); } }"
"void TestGetImei()
{
    AccessToken token;
    if (g_telephonyService == nullptr) {
        std::cout << ""TestGetImei g_telephonyService is nullptr."" << std::endl;
        return;
    }
    std::u16string imei = u"""";
    int32_t result = g_telephonyService->GetMeid(InputSlotId(), imei);
    if (result != TELEPHONY_ERR_SUCCESS) {
        std::cout << ""error:"" << result << std::endl;
    }
    std::string str = Str16ToStr8(imei);
    std::cout << ""imei:"" << str << std::endl;
}","void TestGetImei() { AccessToken token; if (g_telephonyService == nullptr) { std::cout << <STR> << std::endl; return; } std::u16string <VAR> = u""""; int32_t result = g_telephonyService->GetMeid(InputSlotId(), <VAR>); if (result != TELEPHONY_ERR_SUCCESS) { std::cout << ""error:"" << result << std::endl; } std::string str = Str16ToStr8(<VAR>); std::cout << <STR> << str << std::endl; }"
"template<typename T, napi_async_execute_callback exec, napi_async_complete_callback complete>
napi_value NapiCreateAsyncWork(napi_env env, napi_callback_info info, std::string_view funcName)
{
    size_t argc = 2;
    napi_value argv[] {nullptr, nullptr};
    NAPI_CALL(env, napi_get_cb_info(env, info, &argc, argv, nullptr, nullptr));
    std::unique_ptr<AsyncContext<T>> asyncContext = std::make_unique<AsyncContext<T>>();
    BaseContext &context = asyncContext->context;
    auto inParaTp = std::make_tuple(&asyncContext->slotId, &context.callbackRef);
    std::optional<NapiError> errCode = MatchParameters(env, argv, argc, inParaTp);
    if (errCode.has_value()) {
        JsError error = NapiUtil::ConverErrorMessageForJs(errCode.value());
        NapiUtil::ThrowError(env, error.errorCode, error.errorMessage);
        return nullptr;
    }
    napi_value result = nullptr;
    if (context.callbackRef == nullptr) {
        NAPI_CALL(env, napi_create_promise(env, &context.deferred, &result));
    } else {
        NAPI_CALL(env, napi_get_undefined(env, &result));
    }
    napi_value resourceName = nullptr;
    NAPI_CALL(env, napi_create_string_utf8(env, funcName.data(), funcName.length(), &resourceName));
    AsyncContext<T> *pContext = asyncContext.release();
    NAPI_CALL(env,
        napi_create_async_work(
            env, nullptr, resourceName, exec, complete, static_cast<void *>(pContext), &context.work));
    if (napi_queue_async_work_with_qos(env, context.work, napi_qos_default) != napi_ok) {
        delete pContext;
        result = nullptr;
    }
    return result;
}","template<typename T, napi_async_execute_callback exec, napi_async_complete_callback complete> napi_value NapiCreateAsyncWork(napi_env env, napi_callback_info info, std::string_view funcName) { size_t argc = <CONST>; napi_value argv[] {nullptr, nullptr}; NAPI_CALL(env, napi_get_cb_info(env, info, &argc, argv, nullptr, nullptr)); std::unique_ptr<AsyncContext<T>> asyncContext = std::make_unique<AsyncContext<T>>(); BaseContext &context = asyncContext->context; auto inParaTp = std::make_tuple(&asyncContext->slotId, &context.callbackRef); std::optional<NapiError> errCode = MatchParameters(env, argv, argc, inParaTp); if (errCode.has_value()) { JsError error = NapiUtil::ConverErrorMessageForJs(errCode.value()); NapiUtil::ThrowError(env, error.errorCode, error.errorMessage); return nullptr; } napi_value result = nullptr; if (context.callbackRef == nullptr) { NAPI_CALL(env, napi_create_promise(env, &context.deferred, &result)); } else { NAPI_CALL(env, napi_get_undefined(env, &result)); } napi_value resourceName = nullptr; NAPI_CALL(env, napi_create_string_utf8(env, funcName.data(), funcName.length(), &resourceName)); AsyncContext<T> *pContext = asyncContext.release(); NAPI_CALL(env, napi_create_async_work( env, nullptr, resourceName, exec, complete, static_cast<void *>(pContext), &context.work)); if (napi_queue_async_work_with_qos(env, context.work, napi_qos_default) != napi_ok) { delete pContext; result = nullptr; } return result; }"
"napi_value IsSimActiveSync(napi_env env, napi_callback_info info)
{
    size_t parameterCount = 1;
    napi_value parameters[] = { nullptr };
    napi_get_cb_info(env, info, &parameterCount, parameters, nullptr, nullptr);
    bool isSimActive = false;
    napi_value value = nullptr;
    if (parameterCount != 1) {
        TELEPHONY_LOGE(""parameter count is incorrect"");
        NAPI_CALL(env, napi_create_int32(env, isSimActive, &value));
        return value;
    }
    int32_t slotId = -1;
    if (napi_get_value_int32(env, parameters[0], &slotId) != napi_ok) {
        TELEPHONY_LOGE(""convert parameter fail"");
        NAPI_CALL(env, napi_create_int32(env, isSimActive, &value));
        return value;
    }
    if (IsValidSlotId(slotId)) {
        isSimActive = DelayedRefSingleton<CoreServiceClient>::GetInstance().IsSimActive(slotId);
    }
    NAPI_CALL(env, napi_get_boolean(env, isSimActive, &value));
    return value;
}","napi_value IsSimActiveSync(napi_env env, napi_callback_info info) { size_t parameterCount = 1; napi_value parameters[] = { nullptr }; napi_get_cb_info(env, info, &parameterCount, parameters, nullptr, nullptr); bool <VAR> = false; napi_value value = nullptr; if (parameterCount != 1) { TELEPHONY_LOGE(""parameter count is incorrect""); NAPI_CALL(env, napi_create_int32(env, <VAR>, &value)); return value; } int32_t slotId = -1; if (napi_get_value_int32(env, parameters[0], &slotId) != napi_ok) { TELEPHONY_LOGE(""convert parameter fail""); NAPI_CALL(env, napi_create_int32(env, <VAR>, &value)); return value; } if (IsValidSlotId(slotId)) { <VAR> = DelayedRefSingleton<CoreServiceClient>::GetInstance().IsSimActive(slotId); } NAPI_CALL(env, napi_get_boolean(env, <VAR>, &value)); return value; }"
"if (parameterCount != 1) {
        TELEPHONY_LOGE(""parameter count is incorrect"");
        NAPI_CALL(env, napi_create_int32(env, isSimActive, &value));
        return value;
    }","if (parameterCount != 1) { TELEPHONY_LOGE(""parameter count is incorrect""); NAPI_CALL(env, napi_create_int32(env, <VAR>, &value)); return value; }"
"void NativeActivateSim(napi_env env, void *data)
{
    if (data == nullptr) {
        return;
    }
    AsyncContext<bool> *simContext = static_cast<AsyncContext<bool> *>(data);
    if (!IsValidSlotId(simContext->slotId)) {
        TELEPHONY_LOGE(""NativeActivateSim slotId is invalid"");
        simContext->context.errorCode = ERROR_SLOT_ID_INVALID;
        return;
    }
    constexpr int32_t active = 1;
    int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().SetActiveSim(simContext->slotId, active);
    TELEPHONY_LOGI(""NAPI NativeActivateSim %{public}d"", errorCode);
    simContext->context.errorCode = errorCode;
    simContext->context.resolved = (errorCode == ERROR_NONE);
}","void NativeActivateSim(napi_env env, void *data) { if (data == nullptr) { return; } AsyncContext<bool> *simContext = static_cast<AsyncContext<bool> *>(data); if (!IsValidSlotId(simContext->slotId)) { TELEPHONY_LOGE(<STR>); simContext->context.errorCode = ERROR_SLOT_ID_INVALID; return; } constexpr int32_t <VAR> = <CONST>; int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().SetActiveSim(simContext->slotId, <VAR>); TELEPHONY_LOGI(<STR>, errorCode); simContext->context.errorCode = errorCode; simContext->context.resolved = (errorCode == ERROR_NONE); }"
"napi_value GetDefaultVoiceSlotId(napi_env env, napi_callback_info info)
{
    auto asyncContext = new AsyncDefaultSlotId();
    BaseContext &context = asyncContext->asyncContext.context;
    auto initPara = std::make_tuple(&context.callbackRef);
    AsyncPara para {
        .funcName = ""GetDefaultVoiceSlotId"",
        .env = env,
        .info = info,
        .execute = NativeGetDefaultVoiceSlotId,
        .complete = GetDefaultVoiceSlotIdCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncDefaultSlotId>(para, asyncContext, initPara);
    if (result) {
        NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_user_initiated));
    }
    return result;
}","napi_value GetDefaultVoiceSlotId(napi_env env, napi_callback_info info) { auto asyncContext = new AsyncDefaultSlotId(); BaseContext &context = asyncContext->asyncContext.context; auto initPara = std::make_tuple(&context.callbackRef); AsyncPara para { .funcName = <STR>, .env = env, .info = info, .execute = <TYPE>, .complete = <TYPE>, }; napi_value result = <TYPE><<TYPE>>(para, asyncContext, initPara); if (result) { NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, <VAR>)); } return result; }"
"void NativeGetIsoForSim(napi_env env, void *data)
{
    if (data == nullptr) {
        return;
    }
    AsyncContext<std::string> *asyncContext = static_cast<AsyncContext<std::string> *>(data);
    if (!IsValidSlotId(asyncContext->slotId)) {
        TELEPHONY_LOGE(""NativeGetIsoForSim slotId is invalid"");
        asyncContext->context.errorCode = ERROR_SLOT_ID_INVALID;
        return;
    }
    std::u16string countryCode;
    int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().GetISOCountryCodeForSim(
        asyncContext->slotId, countryCode);
    if (errorCode == ERROR_NONE) {
        asyncContext->callbackVal = NapiUtil::ToUtf8(countryCode);
        asyncContext->context.resolved = true;
    } else {
        asyncContext->context.resolved = false;
    }
    TELEPHONY_LOGI(""NAPI NativeGetIsoForSim %{public}d"", errorCode);
    asyncContext->context.errorCode = errorCode;
}","void NativeGetIsoForSim(napi_env env, void *data) { if (data == nullptr) { return; } AsyncContext<std::string> *asyncContext = static_cast<AsyncContext<std::string> *>(data); if (!IsValidSlotId(asyncContext->slotId)) { TELEPHONY_LOGE(<STR>); asyncContext->context.errorCode = ERROR_SLOT_ID_INVALID; return; } std::u16string <VAR>; int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().GetISOCountryCodeForSim( asyncContext->slotId, <VAR>); if (errorCode == ERROR_NONE) { asyncContext->callbackVal = NapiUtil::ToUtf8(<VAR>); asyncContext->context.resolved = true; } else { asyncContext->context.resolved = false; } TELEPHONY_LOGI(<STR>, <VAR>); asyncContext->context.errorCode = errorCode; }"
"napi_value GetISOCountryCodeForSimSync(napi_env env, napi_callback_info info)
{
    size_t parameterCount = 1;
    napi_value parameters[] = { nullptr };
    napi_get_cb_info(env, info, &parameterCount, parameters, nullptr, nullptr);
    std::u16string countryCode;
    napi_value value = nullptr;
    if (parameterCount != 1) {
        TELEPHONY_LOGE(""parameter count is incorrect"");
        std::string code = NapiUtil::ToUtf8(countryCode);
        NAPI_CALL(env, napi_create_string_utf8(env, code.c_str(), code.length(), &value));
        return value;
    }
    int32_t slotId = -1;
    if (napi_get_value_int32(env, parameters[0], &slotId) != napi_ok) {
        TELEPHONY_LOGE(""convert parameter fail"");
        std::string code = NapiUtil::ToUtf8(countryCode);
        NAPI_CALL(env, napi_create_string_utf8(env, code.c_str(), code.length(), &value));
        return value;
    }
    if (IsValidSlotId(slotId)) {
        DelayedRefSingleton<CoreServiceClient>::GetInstance().GetISOCountryCodeForSim(slotId, countryCode);
    }
    std::string code = NapiUtil::ToUtf8(countryCode);
    NAPI_CALL(env, napi_create_string_utf8(env, code.c_str(), code.length(), &value));
    return value;
}","napi_value GetISOCountryCodeForSimSync(napi_env env, napi_callback_info info) { size_t parameterCount = 1; napi_value parameters[] = { nullptr }; napi_get_cb_info(env, info, &parameterCount, parameters, nullptr, nullptr); std::u16string <VAR>; napi_value value = nullptr; if (parameterCount != 1) { TELEPHONY_LOGE(""parameter count is incorrect""); std::string <VAR> = NapiUtil::ToUtf8(<VAR>); NAPI_CALL(env, napi_create_string_utf8(env, <VAR>.c_str(), <VAR>.length(), &value)); return value; } int32_t slotId = -1; if (napi_get_value_int32(env, parameters[0], &slotId) != napi_ok) { TELEPHONY_LOGE(""convert parameter fail""); std::string <VAR> = NapiUtil::ToUtf8(<VAR>); NAPI_CALL(env, napi_create_string_utf8(env, <VAR>.c_str(), <VAR>.length(), &value)); return value; } if (IsValidSlotId(slotId)) { DelayedRefSingleton<CoreServiceClient>::GetInstance().GetISOCountryCodeForSim(slotId, <VAR>); } std::string <VAR> = NapiUtil::ToUtf8(<VAR>); NAPI_CALL(env, napi_create_string_utf8(env, <VAR>.c_str(), <VAR>.length(), &value)); return value; }"
"if (napi_get_value_int32(env, parameters[0], &slotId) != napi_ok) {
        TELEPHONY_LOGE(""convert parameter fail"");
        std::string code = NapiUtil::ToUtf8(countryCode);
        NAPI_CALL(env, napi_create_string_utf8(env, code.c_str(), code.length(), &value));
        return value;
    }","if (napi_get_value_int32(env, parameters[0], &slotId) != napi_ok) { TELEPHONY_LOGE(""convert parameter fail""); std::string <VAR> = NapiUtil::ToUtf8(<VAR>); NAPI_CALL(env, napi_create_string_utf8(env, <VAR>.c_str(), <VAR>.length(), &value)); return value; }"
"if (parameterCount != 1) {
        TELEPHONY_LOGE(""parameter count is incorrect"");
        std::string numeric = NapiUtil::ToUtf8(operatorNumeric);
        NAPI_CALL(env, napi_create_string_utf8(env, numeric.c_str(), numeric.length(), &value));
        return value;
    }","if (parameterCount != 1) { TELEPHONY_LOGE(""parameter count is incorrect""); std::string <VAR> = NapiUtil::ToUtf8(<VAR>); NAPI_CALL(env, napi_create_string_utf8(env, <VAR>.c_str(), <VAR>.length(), &value)); return value; }"
"void NativeGetSimState(napi_env env, void *data)
{
    if (data == nullptr) {
        return;
    }
    AsyncContext<int32_t> *asyncContext = static_cast<AsyncContext<int32_t> *>(data);
    if (!IsValidSlotId(asyncContext->slotId)) {
        TELEPHONY_LOGE(""slotId is invalid"");
        asyncContext->context.errorCode = ERROR_SLOT_ID_INVALID;
        return;
    }
    SimState simState = SimState::SIM_STATE_UNKNOWN;
    int32_t errorCode =
        DelayedRefSingleton<CoreServiceClient>::GetInstance().GetSimState(asyncContext->slotId, simState);
    TELEPHONY_LOGI(""NAPI NativeGetSimState %{public}d"", errorCode);
    if (errorCode == ERROR_NONE) {
        asyncContext->context.resolved = true;
        asyncContext->callbackVal = static_cast<int32_t>(simState);
    } else {
        asyncContext->context.resolved = false;
    }
    asyncContext->context.errorCode = errorCode;
}","void NativeGetSimState(napi_env env, void *data) { if (data == nullptr) { return; } AsyncContext<int32_t> *asyncContext = static_cast<AsyncContext<int32_t> *>(data); if (!IsValidSlotId(asyncContext->slotId)) { TELEPHONY_LOGE(<STR>); asyncContext->context.errorCode = ERROR_SLOT_ID_INVALID; return; } <TYPE> <VAR> = <TYPE>::<TYPE>; int32_t errorCode = DelayedRefSingleton<<TYPE>>::GetInstance().GetSimState(asyncContext->slotId, <VAR>); TELEPHONY_LOGI(<STR>, errorCode); if (errorCode == ERROR_NONE) { asyncContext->context.resolved = true; asyncContext->callbackVal = static_cast<int32_t>(<VAR>); } else { asyncContext->context.resolved = false; } asyncContext->context.errorCode = errorCode; }"
"napi_value GetSimStateSync(napi_env env, napi_callback_info info)
{
    size_t parameterCount = 1;
    napi_value parameters[] = { nullptr };
    napi_get_cb_info(env, info, &parameterCount, parameters, nullptr, nullptr);
    SimState simState = SimState::SIM_STATE_UNKNOWN;
    napi_value value = nullptr;
    if (parameterCount != 1) {
        TELEPHONY_LOGE(""parameter count is incorrect"");
        NAPI_CALL(env, napi_create_int32(env, static_cast<int32_t>(simState), &value));
        return value;
    }
    int32_t slotId = -1;
    if (napi_get_value_int32(env, parameters[0], &slotId) != napi_ok) {
        TELEPHONY_LOGE(""convert parameter fail"");
        NAPI_CALL(env, napi_create_int32(env, static_cast<int32_t>(simState), &value));
        return value;
    }
    if (IsValidSlotId(slotId)) {
        DelayedRefSingleton<CoreServiceClient>::GetInstance().GetSimState(slotId, simState);
    }
    NAPI_CALL(env, napi_create_int32(env, static_cast<int32_t>(simState), &value));
    return value;
}","napi_value GetSimStateSync(napi_env env, napi_callback_info info) { size_t parameterCount = 1; napi_value parameters[] = { nullptr }; napi_get_cb_info(env, info, &parameterCount, parameters, nullptr, nullptr); <TYPE> <VAR> = <TYPE>::<TYPE>; napi_value value = nullptr; if (parameterCount != 1) { TELEPHONY_LOGE(""parameter count is incorrect""); NAPI_CALL(env, napi_create_int32(env, static_cast<int32_t>(<VAR>), &value)); return value; } int32_t slotId = -1; if (napi_get_value_int32(env, parameters[0], &slotId) != napi_ok) { TELEPHONY_LOGE(""convert parameter fail""); NAPI_CALL(env, napi_create_int32(env, static_cast<int32_t>(<VAR>), &value)); return value; } if (IsValidSlotId(slotId)) { DelayedRefSingleton<CoreServiceClient>::GetInstance().GetSimState(slotId, <VAR>); } NAPI_CALL(env, napi_create_int32(env, static_cast<int32_t>(<VAR>), &value)); return value; }"
"napi_value GetSimAccountInfo(napi_env env, napi_callback_info info)
{
    auto iccAccountInfo = new AsyncIccAccountInfo();
    BaseContext &context = iccAccountInfo->asyncContext.context;
    auto initPara = std::make_tuple(&iccAccountInfo->asyncContext.slotId, &context.callbackRef);
    AsyncPara para {
        .funcName = ""GetSimAccountInfo"",
        .env = env,
        .info = info,
        .execute = NativeGetSimAccountInfo,
        .complete = GetSimAccountInfoCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncIccAccountInfo>(para, iccAccountInfo, initPara);
    if (result) {
        NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default));
    }
    return result;
}","napi_value GetSimAccountInfo(napi_env env, napi_callback_info info) { auto <VAR> = new AsyncIccAccountInfo(); BaseContext &context = <VAR>->asyncContext.context; auto initPara = std::make_tuple(&<VAR>->asyncContext.slotId, &context.callbackRef); AsyncPara para { .funcName = <STR>, .env = env, .info = info, .execute = <TYPE>, .complete = <TYPE>, }; napi_value result = NapiCreateAsyncWork2<<TYPE>>(para, <VAR>, initPara); if (result) { NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default)); } return result; }"
"void NativeUnlockPin(napi_env env, void *data)
{
    if (data == nullptr) {
        return;
    }
    AsyncContextPIN *pinContext = static_cast<AsyncContextPIN *>(data);
    if (!IsValidSlotId(pinContext->asyncContext.slotId)) {
        TELEPHONY_LOGE(""NativeUnlockPin slotId is invalid"");
        pinContext->asyncContext.context.errorCode = ERROR_SLOT_ID_INVALID;
        return;
    }
    LockStatusResponse response { UNLOCK_FAIL, ERROR_DEFAULT };
    int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().UnlockPin(
        pinContext->asyncContext.slotId, NapiUtil::ToUtf16(pinContext->inStr1.data()), response);
    TELEPHONY_LOGI(""NAPI NativeUnlockPin %{public}d"", errorCode);
    if (errorCode == ERROR_NONE) {
        pinContext->result = response.result;
        pinContext->remain = response.remain;
        pinContext->asyncContext.context.resolved = true;
    } else {
        pinContext->asyncContext.context.resolved = false;
    }
    pinContext->asyncContext.context.errorCode = errorCode;
}","void NativeUnlockPin(napi_env env, void *data) { if (data == nullptr) { return; } AsyncContextPIN *<VAR> = static_cast<AsyncContextPIN *>(data); if (!IsValidSlotId(<VAR>->asyncContext.slotId)) { TELEPHONY_LOGE(<STR>); <VAR>->asyncContext.context.errorCode = ERROR_SLOT_ID_INVALID; return; } LockStatusResponse response { UNLOCK_FAIL, ERROR_DEFAULT }; int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().UnlockPin( <VAR>->asyncContext.slotId, NapiUtil::ToUtf16(<VAR>->inStr1.data()), response); TELEPHONY_LOGI(<STR>, errorCode); if (errorCode == ERROR_NONE) { <VAR>->result = response.result; <VAR>->remain = response.remain; <VAR>->asyncContext.context.resolved = true; } else { <VAR>->asyncContext.context.resolved = <VAR>; } <VAR>->asyncContext.context.errorCode = <VAR>; }"
"napi_value UnlockPin(napi_env env, napi_callback_info info)
{
    auto pinContext = new AsyncContextPIN();
    BaseContext &context = pinContext->asyncContext.context;
    char tmpStr[ARRAY_SIZE] = {0};
    auto initPara = std::make_tuple(&pinContext->asyncContext.slotId, tmpStr, &context.callbackRef);
    AsyncPara para {
        .funcName = ""UnlockPin"",
        .env = env,
        .info = info,
        .execute = NativeUnlockPin,
        .complete = UnlockPinCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncContextPIN>(para, pinContext, initPara);
    if (result) {
        pinContext->inStr1 = std::string(tmpStr);
        NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default));
    }
    return result;
}","napi_value UnlockPin(napi_env env, napi_callback_info info) { auto pinContext = new AsyncContextPIN(); BaseContext &context = pinContext->asyncContext.context; char tmpStr[ARRAY_SIZE] = {0}; auto initPara = std::make_tuple(&pinContext->asyncContext.slotId, tmpStr, &context.callbackRef); AsyncPara para { .funcName = <STR>, .env = env, .info = info, .execute = <TYPE>, .complete = <TYPE>, }; napi_value result = NapiCreateAsyncWork2<<TYPE>>(para, pinContext, initPara); if (result) { pinContext->inStr1 = std::string(tmpStr); NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default)); } return result; }"
"napi_value UnlockPuk(napi_env env, napi_callback_info info)
{
    auto pukContext = new AsyncContextPIN();
    BaseContext &context = pukContext->asyncContext.context;
    char tmpStr1[ARRAY_SIZE] = {0};
    char tmpStr2[ARRAY_SIZE] = {0};
    auto initPara = std::make_tuple(&pukContext->asyncContext.slotId, tmpStr1, tmpStr2, &context.callbackRef);
    AsyncPara para {
        .funcName = ""UnlockPuk"",
        .env = env,
        .info = info,
        .execute = NativeUnlockPuk,
        .complete = UnlockPukCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncContextPIN>(para, pukContext, initPara);
    if (result) {
        pukContext->inStr1 = std::string(tmpStr1);
        pukContext->inStr2 = std::string(tmpStr2);
        NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default));
    }
    return result;
}","napi_value UnlockPuk(napi_env env, napi_callback_info info) { auto <VAR> = new AsyncContextPIN(); BaseContext &context = <VAR>->asyncContext.context; char tmpStr1[ARRAY_SIZE] = {0}; char tmpStr2[ARRAY_SIZE] = {0}; auto initPara = std::make_tuple(&<VAR>->asyncContext.slotId, tmpStr1, tmpStr2, &context.callbackRef); AsyncPara para { .funcName = <STR>, .env = env, .info = info, .execute = <TYPE>, .complete = <TYPE>, }; napi_value result = NapiCreateAsyncWork2<AsyncContextPIN>(para, <VAR>, initPara); if (result) { <VAR>->inStr1 = std::string(tmpStr1); <VAR>->inStr2 = std::string(tmpStr2); NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default)); } return result; }"
